               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 161,            0.025851,            0.023748,          0.00078165,             0.72974,             0.75993,             0.77302,             0.39931,            0.038942,            0.015098,          0.00033141,             0.00472,             0.00472,             0.00472
                 162,            0.025964,            0.023248,          0.00086905,             0.65822,             0.80147,             0.74181,             0.42261,            0.037426,            0.014911,           0.0003048,            0.004687,            0.004687,            0.004687
                 163,            0.025934,            0.023889,          0.00089521,              0.7346,             0.83818,             0.79228,             0.41167,            0.037298,            0.014287,          0.00025462,            0.004654,            0.004654,            0.004654
                 164,            0.026129,            0.023336,           0.0011176,             0.62856,             0.80861,             0.74057,             0.38878,            0.036035,            0.014872,          0.00030331,            0.004621,            0.004621,            0.004621
                 165,            0.025916,            0.023507,            0.000816,             0.65156,             0.74607,             0.69568,             0.39434,             0.03789,            0.015647,          0.00040856,            0.004588,            0.004588,            0.004588
                 166,            0.026412,            0.023049,          0.00070597,             0.64267,             0.77535,             0.67148,             0.31594,            0.037065,            0.015873,           0.0003328,            0.004555,            0.004555,            0.004555
                 167,            0.025794,            0.023119,          0.00057293,             0.62857,             0.78694,             0.68526,             0.35413,            0.035644,            0.015625,          0.00034955,            0.004522,            0.004522,            0.004522
                 168,            0.025565,            0.023257,          0.00076692,             0.61854,             0.79103,             0.69049,             0.37919,             0.03754,            0.015734,          0.00035837,            0.004489,            0.004489,            0.004489
                 169,            0.025664,            0.023253,          0.00079427,             0.68215,             0.78563,             0.74221,             0.37654,            0.038312,            0.015395,          0.00033932,            0.004456,            0.004456,            0.004456
                 170,            0.025649,            0.023137,          0.00064463,             0.75937,             0.72604,             0.74414,             0.42599,            0.038392,            0.014789,          0.00037889,            0.004423,            0.004423,            0.004423
                 171,            0.025532,             0.02309,          0.00080133,             0.77725,             0.66607,             0.72745,             0.40816,            0.039255,            0.015672,          0.00040435,             0.00439,             0.00439,             0.00439
                 172,            0.025555,            0.023363,          0.00074235,             0.70229,             0.80393,             0.73623,              0.4031,            0.037846,            0.015666,          0.00038881,            0.004357,            0.004357,            0.004357
                 173,            0.025185,            0.023195,          0.00057766,             0.66008,             0.78729,             0.71815,             0.37801,            0.036603,             0.01565,          0.00030925,            0.004324,            0.004324,            0.004324
                 174,            0.025268,            0.022976,          0.00065545,             0.65839,              0.7478,             0.70607,             0.36991,            0.038501,            0.017371,           0.0002886,            0.004291,            0.004291,            0.004291
                 175,             0.02549,            0.023051,           0.0006197,             0.71122,             0.77466,             0.73865,             0.40867,            0.039032,            0.016304,          0.00034536,            0.004258,            0.004258,            0.004258
                 176,            0.024875,            0.022424,          0.00046241,               0.816,             0.71112,             0.76929,             0.42727,            0.037905,            0.015635,          0.00028624,            0.004225,            0.004225,            0.004225
                 177,            0.025617,            0.022759,          0.00073814,             0.76362,             0.76866,             0.77049,             0.43911,             0.03857,            0.015517,          0.00031353,            0.004192,            0.004192,            0.004192
                 178,             0.02521,            0.022625,          0.00045882,             0.65751,             0.82183,             0.76252,             0.38708,            0.037077,            0.014974,          0.00024514,            0.004159,            0.004159,            0.004159
                 179,            0.025095,             0.02287,          0.00055241,             0.70923,             0.83345,             0.76372,             0.39859,            0.036418,            0.015321,           0.0002973,            0.004126,            0.004126,            0.004126
                 180,            0.024915,            0.022823,          0.00068553,             0.74065,             0.79179,             0.74795,             0.38899,            0.037576,            0.016038,          0.00042442,            0.004093,            0.004093,            0.004093
                 181,             0.02548,            0.022827,          0.00077463,              0.8299,             0.76114,             0.80829,             0.43391,            0.036205,            0.015268,          0.00051679,             0.00406,             0.00406,             0.00406
                 182,            0.025126,            0.022654,          0.00054026,             0.72046,             0.75989,             0.72545,             0.40022,            0.035928,            0.016056,          0.00040154,            0.004027,            0.004027,            0.004027
                 183,            0.024996,            0.022605,          0.00060995,              0.7622,             0.78041,             0.76912,             0.42227,            0.036005,            0.015807,           0.0004827,            0.003994,            0.003994,            0.003994
                 184,             0.02475,            0.022477,          0.00066778,             0.69756,             0.87112,             0.77557,             0.41182,            0.037119,            0.016116,          0.00034781,            0.003961,            0.003961,            0.003961
                 185,            0.024974,             0.02246,          0.00062784,             0.73489,             0.73437,             0.75363,             0.42526,            0.038309,            0.015475,          0.00078392,            0.003928,            0.003928,            0.003928
                 186,             0.02479,            0.022374,          0.00067931,             0.74791,             0.78573,             0.76075,             0.42291,            0.039386,            0.015033,          0.00061821,            0.003895,            0.003895,            0.003895
                 187,            0.024568,            0.022136,          0.00067783,             0.77227,             0.78282,             0.80003,             0.43024,            0.039091,            0.014769,          0.00043311,            0.003862,            0.003862,            0.003862
                 188,             0.02421,            0.022761,          0.00058886,             0.71615,             0.85913,             0.80823,              0.4625,            0.038621,            0.014201,          0.00035916,            0.003829,            0.003829,            0.003829
                 189,            0.024423,            0.022489,          0.00056391,             0.69732,             0.80442,             0.75148,             0.38608,            0.038242,            0.014666,          0.00029236,            0.003796,            0.003796,            0.003796
                 190,            0.024893,            0.022277,          0.00063891,             0.65275,             0.78678,             0.72544,             0.37618,            0.039282,            0.015937,          0.00026885,            0.003763,            0.003763,            0.003763
                 191,            0.024834,            0.023182,          0.00073319,              0.8002,             0.75481,             0.79537,             0.42607,            0.038934,            0.015379,          0.00029795,             0.00373,             0.00373,             0.00373
                 192,            0.024285,            0.022116,          0.00068802,             0.75934,             0.83399,             0.77658,             0.40884,            0.038275,            0.015745,          0.00028606,            0.003697,            0.003697,            0.003697
                 193,            0.024518,            0.022774,          0.00071221,              0.7338,             0.81713,              0.8015,             0.43419,            0.038315,            0.016111,          0.00027986,            0.003664,            0.003664,            0.003664
                 194,            0.024458,            0.022074,          0.00046743,             0.73098,              0.8067,             0.78795,             0.40639,             0.03781,            0.014858,          0.00027436,            0.003631,            0.003631,            0.003631
                 195,            0.024271,            0.022456,          0.00049608,             0.76029,             0.73936,             0.76575,             0.42459,            0.038921,            0.015288,          0.00033772,            0.003598,            0.003598,            0.003598
                 196,            0.024256,            0.022723,          0.00064386,             0.78914,             0.81521,             0.77303,             0.39813,            0.038618,            0.015228,          0.00027534,            0.003565,            0.003565,            0.003565
                 197,            0.024385,            0.023007,          0.00053127,             0.75594,             0.80157,             0.75186,             0.39222,             0.03795,            0.015053,          0.00028091,            0.003532,            0.003532,            0.003532
                 198,            0.024151,            0.021743,           0.0006858,             0.68826,             0.78682,             0.72493,             0.40524,             0.03657,            0.015635,           0.0002836,            0.003499,            0.003499,            0.003499
                 199,            0.024359,             0.02216,          0.00070272,             0.73686,             0.79195,             0.78432,             0.40756,            0.036533,            0.015804,          0.00029146,            0.003466,            0.003466,            0.003466
                 200,            0.024016,            0.021883,          0.00061782,             0.71469,              0.7882,             0.74371,             0.37824,            0.037296,             0.01674,          0.00029917,            0.003433,            0.003433,            0.003433
                 201,             0.02376,            0.021852,          0.00059705,               0.798,             0.73335,             0.75835,             0.39043,            0.036871,            0.015832,          0.00026107,              0.0034,              0.0034,              0.0034
                 202,            0.023959,            0.022307,          0.00080188,             0.84045,              0.7635,             0.82596,             0.43534,            0.036894,            0.015132,          0.00030365,            0.003367,            0.003367,            0.003367
                 203,            0.024034,            0.022339,          0.00053806,              0.8309,             0.79323,             0.80318,             0.41477,            0.037605,            0.017114,          0.00035111,            0.003334,            0.003334,            0.003334
                 204,            0.023855,            0.021596,          0.00050319,             0.73928,             0.81227,             0.75731,             0.40012,             0.03969,            0.016798,          0.00034544,            0.003301,            0.003301,            0.003301
                 205,            0.023773,            0.021922,          0.00060481,             0.75524,             0.70558,              0.7455,             0.37632,            0.038103,            0.016871,          0.00035616,            0.003268,            0.003268,            0.003268
                 206,            0.023758,            0.021558,          0.00046142,             0.83015,             0.76376,             0.79145,             0.43208,            0.038106,            0.016895,          0.00031768,            0.003235,            0.003235,            0.003235
                 207,            0.023782,            0.021272,          0.00045432,              0.7182,             0.87017,             0.78214,              0.3949,            0.038357,            0.015968,           0.0002608,            0.003202,            0.003202,            0.003202
                 208,            0.023678,             0.02175,          0.00061689,             0.76983,             0.75679,             0.77897,             0.37101,            0.038706,            0.015624,          0.00026949,            0.003169,            0.003169,            0.003169
                 209,            0.023758,            0.022007,          0.00052648,             0.71841,              0.7623,             0.76402,             0.37834,            0.038999,            0.015987,          0.00027051,            0.003136,            0.003136,            0.003136
                 210,            0.023805,             0.02138,          0.00062224,              0.7071,             0.81369,             0.77049,             0.38351,            0.037853,            0.015106,          0.00025964,            0.003103,            0.003103,            0.003103
                 211,            0.023439,            0.021873,          0.00056586,             0.71396,             0.75597,             0.71206,             0.35395,            0.038403,            0.015681,          0.00028723,             0.00307,             0.00307,             0.00307
                 212,            0.023885,            0.021561,          0.00075364,             0.71289,             0.79563,             0.72921,             0.35463,            0.039146,            0.017008,          0.00035531,            0.003037,            0.003037,            0.003037
                 213,            0.024014,            0.021338,          0.00066444,             0.70701,              0.7588,              0.7515,             0.41602,            0.039148,             0.01687,          0.00040646,            0.003004,            0.003004,            0.003004
                 214,            0.023048,            0.021632,          0.00049228,             0.78526,             0.76745,             0.76241,             0.40858,            0.039981,             0.01698,          0.00037408,            0.002971,            0.002971,            0.002971
                 215,            0.023389,            0.021836,          0.00070191,             0.64939,             0.80249,             0.70909,             0.36988,            0.038635,            0.016501,          0.00033467,            0.002938,            0.002938,            0.002938
                 216,            0.023254,            0.021176,          0.00051011,             0.69612,               0.815,              0.7406,             0.40831,            0.038736,            0.016141,          0.00036569,            0.002905,            0.002905,            0.002905
                 217,            0.023404,            0.021194,          0.00071278,             0.69304,             0.71573,             0.75123,             0.41394,             0.03908,            0.016042,          0.00044383,            0.002872,            0.002872,            0.002872
                 218,            0.023291,            0.021422,          0.00054116,             0.74224,             0.73427,             0.74066,             0.42743,            0.039767,            0.017596,          0.00058979,            0.002839,            0.002839,            0.002839
                 219,            0.023137,             0.02092,          0.00049552,             0.73338,             0.67232,             0.70629,             0.37443,            0.038177,            0.017592,          0.00058914,            0.002806,            0.002806,            0.002806
                 220,            0.022714,            0.020918,          0.00063675,             0.81435,             0.68612,             0.73024,             0.39488,            0.038941,            0.016928,          0.00052726,            0.002773,            0.002773,            0.002773
                 221,            0.022992,             0.02092,          0.00055301,             0.81933,             0.67813,             0.74595,             0.40078,            0.040525,             0.01675,          0.00047922,             0.00274,             0.00274,             0.00274
                 222,            0.022503,            0.020517,          0.00062166,             0.82037,             0.70497,             0.76372,             0.40141,            0.039832,            0.016185,          0.00037261,            0.002707,            0.002707,            0.002707
                 223,            0.022981,             0.02132,          0.00050041,             0.80243,             0.71425,             0.74708,             0.41072,            0.037963,            0.016494,          0.00029702,            0.002674,            0.002674,            0.002674
                 224,            0.023228,            0.020774,          0.00053403,             0.73814,             0.75564,             0.73303,             0.37486,            0.037113,            0.016534,          0.00029421,            0.002641,            0.002641,            0.002641
                 225,            0.023241,            0.020956,          0.00062934,             0.64037,              0.8342,             0.72695,             0.36119,            0.037982,            0.016651,          0.00031609,            0.002608,            0.002608,            0.002608
                 226,            0.022652,            0.020968,          0.00053462,             0.61801,             0.81451,             0.74302,             0.39407,            0.039208,             0.01692,          0.00039245,            0.002575,            0.002575,            0.002575
                 227,            0.022983,            0.021259,          0.00049895,             0.65817,             0.83747,               0.752,             0.40683,            0.038495,            0.017403,          0.00039467,            0.002542,            0.002542,            0.002542
                 228,            0.022979,            0.020876,          0.00042529,             0.68497,             0.73499,             0.70699,             0.36799,             0.03809,            0.017443,          0.00044233,            0.002509,            0.002509,            0.002509
                 229,            0.022467,            0.020691,          0.00052049,             0.80023,             0.75294,             0.76786,             0.37945,            0.039706,            0.016987,          0.00032992,            0.002476,            0.002476,            0.002476
                 230,            0.022468,            0.020746,           0.0004664,             0.68349,             0.80684,             0.74221,             0.38721,            0.038221,            0.016705,          0.00026324,            0.002443,            0.002443,            0.002443
